,Device_Type,Order_Date,Monthly_Demand,Lead_Time,Stock_Level
7299,Monitoring,2037-12-09,4181,21,4389
7300,Therapeutic,2037-12-09,4295,25,4419
7301,Diagnostic,2037-12-09,3997,18,4109
7302,Monitoring,2037-12-10,4202,24,4528
7303,Monitoring,2037-12-11,4231,12,4491
7304,Therapeutic,2037-12-14,4346,20,4645
7305,Monitoring,2037-12-15,4287,9,4504
7306,Diagnostic,2037-12-15,4122,28,4292
7307,Diagnostic,2037-12-16,4163,8,4267
7308,Surgical,2037-12-19,4323,5,4440
7309,Surgical,2037-12-19,4312,24,4514
7310,Monitoring,2037-12-23,4038,15,4233
7311,Therapeutic,2037-12-24,4173,5,4331
7312,Therapeutic,2037-12-27,4125,3,4286
7313,Monitoring,2038-01-04,4167,18,4266
7314,Monitoring,2038-01-05,4028,26,4341
7315,Diagnostic,2038-01-06,4163,13,4335
7316,Therapeutic,2038-01-06,4190,27,4420
7317,Surgical,2038-01-07,4357,10,4685
7318,Diagnostic,2038-01-07,4332,13,4541
7319,Therapeutic,2038-01-08,4334,6,4458
7320,Therapeutic,2038-01-09,4182,7,4395
7321,Therapeutic,2038-01-09,4268,20,4416
7322,Monitoring,2038-01-10,3991,12,4148
7323,Diagnostic,2038-01-10,4207,10,4494
7324,Monitoring,2038-01-12,4026,20,4113
7325,Therapeutic,2038-01-14,4184,11,4418
7326,Surgical,2038-01-15,4098,22,4388
7327,Monitoring,2038-01-15,4291,8,4414
7328,Monitoring,2038-01-16,4321,28,4472
7329,Diagnostic,2038-01-16,4180,9,4318
7330,Diagnostic,2038-01-17,4241,24,4413
7331,Surgical,2038-01-18,4179,22,4303
7332,Diagnostic,2038-01-18,4217,17,4538
7333,Surgical,2038-01-19,4119,5,4379
7334,Monitoring,2038-01-20,4510,19,4844
7335,Therapeutic,2038-01-21,4343,23,4612
7336,Monitoring,2038-01-23,4139,28,4338
7337,Surgical,2038-01-25,4152,10,4301
7338,Monitoring,2038-01-27,4117,27,4396
7339,Monitoring,2038-01-28,4197,11,4472
7340,Diagnostic,2038-01-28,4338,28,4611
7341,Surgical,2038-01-29,4113,28,4207
7342,Diagnostic,2038-01-30,4264,28,4485
7343,Monitoring,2038-01-30,4333,23,4518
7344,Diagnostic,2038-02-01,4403,3,4633
7345,Therapeutic,2038-02-01,4281,23,4523
7346,Diagnostic,2038-02-03,4204,6,4463
7347,Therapeutic,2038-02-03,4300,29,4432
7348,Therapeutic,2038-02-04,4322,7,4622
7349,Surgical,2038-02-05,4463,11,4718
7350,Diagnostic,2038-02-07,4308,8,4570
7351,Surgical,2038-02-07,4401,29,4620
7352,Monitoring,2038-02-08,4184,8,4360
7353,Surgical,2038-02-09,4414,19,4696
7354,Monitoring,2038-02-10,4233,22,4415
7355,Therapeutic,2038-02-10,4175,26,4340
7356,Therapeutic,2038-02-10,4318,27,4532
7357,Therapeutic,2038-02-12,4275,26,4378
7358,Surgical,2038-02-14,4196,6,4470
7359,Diagnostic,2038-02-14,4439,13,4574
7360,Therapeutic,2038-02-15,4445,28,4714
7361,Therapeutic,2038-02-16,4535,29,4729
7362,Monitoring,2038-02-16,4123,17,4285
7363,Surgical,2038-02-23,4256,6,4357
7364,Surgical,2038-02-25,4233,22,4425
7365,Monitoring,2038-02-26,4392,5,4582
7366,Monitoring,2038-03-01,4361,21,4583
7367,Monitoring,2038-03-02,4252,13,4405
7368,Surgical,2038-03-03,4547,11,4736
7369,Monitoring,2038-03-03,4560,6,4662
7370,Therapeutic,2038-03-04,4362,18,4683
7371,Monitoring,2038-03-05,4323,6,4453
7372,Diagnostic,2038-03-05,4193,12,4503
7373,Surgical,2038-03-07,4407,11,4737
7374,Surgical,2038-03-07,4261,27,4492
7375,Monitoring,2038-03-07,4125,9,4258
7376,Monitoring,2038-03-08,4500,22,4706
7377,Monitoring,2038-03-09,4455,4,4769
7378,Diagnostic,2038-03-09,4516,9,4812
7379,Therapeutic,2038-03-10,4433,4,4558
7380,Monitoring,2038-03-11,4325,29,4593
7381,Surgical,2038-03-14,4677,12,4967
7382,Diagnostic,2038-03-14,4218,22,4312
7383,Monitoring,2038-03-15,4548,21,4827
7384,Monitoring,2038-03-15,4426,18,4574
7385,Therapeutic,2038-03-15,4587,8,4915
7386,Therapeutic,2038-03-15,4306,27,4511
7387,Monitoring,2038-03-16,4336,28,4507
7388,Diagnostic,2038-03-16,4425,18,4588
7389,Surgical,2038-03-17,4356,20,4603
7390,Surgical,2038-03-17,4398,3,4610
7391,Surgical,2038-03-18,4356,16,4669
7392,Therapeutic,2038-03-18,4632,26,4841
7393,Surgical,2038-03-19,4302,23,4501
7394,Surgical,2038-03-20,4287,5,4401
7395,Diagnostic,2038-03-20,4303,22,4535
7396,Diagnostic,2038-03-22,4299,17,4424
7397,Therapeutic,2038-03-22,4386,27,4623
7398,Diagnostic,2038-03-22,4583,17,4839
7399,Surgical,2038-03-23,4514,28,4736
7400,Surgical,2038-03-23,4544,12,4795
7401,Therapeutic,2038-03-24,4325,7,4648
7402,Surgical,2038-03-25,4145,26,4433
7403,Surgical,2038-03-26,4528,15,4669
7404,Diagnostic,2038-03-28,4327,5,4600
7405,Surgical,2038-03-29,4331,22,4562
7406,Diagnostic,2038-03-29,4523,5,4853
7407,Diagnostic,2038-03-30,4252,10,4575
7408,Therapeutic,2038-03-30,4716,5,4860
7409,Surgical,2038-03-31,4529,26,4740
7410,Monitoring,2038-03-31,4524,15,4858
7411,Diagnostic,2038-03-31,4371,16,4467
7412,Therapeutic,2038-04-02,4360,22,4625
7413,Monitoring,2038-04-02,4434,29,4734
7414,Surgical,2038-04-03,4384,8,4707
7415,Surgical,2038-04-04,4338,28,4625
7416,Surgical,2038-04-04,4344,12,4445
7417,Diagnostic,2038-04-04,4514,24,4791
7418,Diagnostic,2038-04-05,4412,22,4574
7419,Diagnostic,2038-04-05,4321,21,4576
7420,Surgical,2038-04-05,4321,5,4425
7421,Surgical,2038-04-05,4583,20,4778
7422,Surgical,2038-04-06,4587,27,4807
7423,Therapeutic,2038-04-06,4385,27,4691
7424,Surgical,2038-04-07,4135,28,4268
7425,Surgical,2038-04-08,4222,23,4487
7426,Monitoring,2038-04-12,4388,24,4641
7427,Monitoring,2038-04-13,4355,5,4457
7428,Surgical,2038-04-13,4202,25,4336
7429,Therapeutic,2038-04-13,4324,25,4475
7430,Monitoring,2038-04-14,4393,27,4654
7431,Surgical,2038-04-15,4166,9,4497
7432,Therapeutic,2038-04-16,4282,17,4570
7433,Monitoring,2038-04-16,4435,11,4618
7434,Surgical,2038-04-17,4364,3,4482
7435,Surgical,2038-04-18,4350,16,4503
7436,Monitoring,2038-04-19,4286,21,4486
7437,Diagnostic,2038-04-19,4318,21,4431
7438,Therapeutic,2038-04-20,4516,23,4783
7439,Monitoring,2038-04-22,4456,7,4572
7440,Therapeutic,2038-04-24,4370,21,4715
7441,Monitoring,2038-04-25,4320,23,4611
7442,Diagnostic,2038-04-26,4449,23,4656
7443,Monitoring,2038-04-26,4445,20,4688
7444,Monitoring,2038-04-26,4415,4,4576
7445,Surgical,2038-04-28,4530,29,4686
7446,Diagnostic,2038-04-28,4319,13,4504
7447,Surgical,2038-04-28,4269,21,4395
7448,Surgical,2038-04-29,4223,21,4528
7449,Therapeutic,2038-05-01,4272,20,4596
7450,Surgical,2038-05-01,4167,5,4380
7451,Therapeutic,2038-05-02,4449,11,4556
7452,Therapeutic,2038-05-05,4107,17,4257
7453,Monitoring,2038-05-05,4480,9,4814
7454,Therapeutic,2038-05-06,4217,24,4381
7455,Diagnostic,2038-05-06,4126,28,4452
7456,Surgical,2038-05-08,4106,24,4199
7457,Therapeutic,2038-05-08,4583,13,4878
7458,Diagnostic,2038-05-09,4376,18,4642
7459,Therapeutic,2038-05-09,4440,7,4718
7460,Monitoring,2038-05-10,4183,11,4468
7461,Therapeutic,2038-05-10,4154,4,4261
7462,Surgical,2038-05-11,4392,27,4568
7463,Therapeutic,2038-05-12,4173,11,4441
7464,Therapeutic,2038-05-12,4440,14,4744
7465,Diagnostic,2038-05-13,4165,18,4252
7466,Surgical,2038-05-16,4330,25,4455
7467,Surgical,2038-05-17,4315,18,4505
7468,Surgical,2038-05-19,4254,10,4518
7469,Therapeutic,2038-05-19,4355,26,4695
7470,Therapeutic,2038-05-20,4190,10,4524
7471,Therapeutic,2038-05-22,4418,21,4531
7472,Therapeutic,2038-05-22,4227,8,4343
7473,Monitoring,2038-05-23,4066,4,4369
7474,Therapeutic,2038-05-24,4007,14,4121
7475,Diagnostic,2038-05-26,4329,21,4558
7476,Surgical,2038-05-26,4240,9,4554
7477,Monitoring,2038-05-29,4464,21,4818
7478,Monitoring,2038-05-30,4404,27,4553
7479,Therapeutic,2038-06-01,4340,29,4572
7480,Monitoring,2038-06-02,4058,11,4153
7481,Diagnostic,2038-06-04,4296,25,4462
7482,Therapeutic,2038-06-05,4359,25,4632
7483,Monitoring,2038-06-07,4022,17,4258
7484,Diagnostic,2038-06-08,4030,21,4242
7485,Therapeutic,2038-06-09,4036,26,4276
7486,Diagnostic,2038-06-09,4395,27,4694
7487,Therapeutic,2038-06-12,4093,23,4284
7488,Diagnostic,2038-06-15,4072,10,4210
7489,Monitoring,2038-06-16,3979,3,4253
7490,Diagnostic,2038-06-17,4319,16,4572
7491,Therapeutic,2038-06-20,4154,23,4262
7492,Therapeutic,2038-06-21,4148,15,4274
7493,Surgical,2038-06-23,4054,8,4313
7494,Monitoring,2038-06-23,4236,18,4436
7495,Monitoring,2038-06-23,4260,14,4443
7496,Diagnostic,2038-06-24,4058,17,4272
7497,Monitoring,2038-06-27,4292,26,4526
7498,Surgical,2038-06-30,4088,11,4345
7499,Diagnostic,2038-06-30,4319,16,4506
7500,Diagnostic,2038-06-30,3986,11,4106
7501,Therapeutic,2038-07-02,4305,17,4465
7502,Surgical,2038-07-05,4196,9,4391
7503,Surgical,2038-07-05,4135,29,4426
7504,Therapeutic,2038-07-07,4199,14,4287
7505,Diagnostic,2038-07-08,3953,21,4249
7506,Surgical,2038-07-08,4193,13,4363
7507,Diagnostic,2038-07-09,3924,10,4138
7508,Monitoring,2038-07-09,4149,17,4436
7509,Monitoring,2038-07-11,4348,18,4584
7510,Surgical,2038-07-13,4232,6,4509
7511,Monitoring,2038-07-16,4050,17,4219
7512,Therapeutic,2038-07-16,4083,26,4285
7513,Monitoring,2038-07-18,4106,9,4414
7514,Diagnostic,2038-07-19,4317,16,4574
7515,Diagnostic,2038-07-21,4165,24,4366
7516,Monitoring,2038-07-22,4268,9,4387
7517,Monitoring,2038-07-23,4163,7,4274
7518,Diagnostic,2038-07-26,4286,14,4592
7519,Therapeutic,2038-07-27,4251,29,4477
7520,Surgical,2038-07-27,3927,6,4233
7521,Surgical,2038-07-27,4200,15,4420
7522,Diagnostic,2038-07-28,4277,14,4408
7523,Therapeutic,2038-07-29,4311,16,4439
7524,Monitoring,2038-08-01,4173,25,4371
7525,Monitoring,2038-08-02,4255,23,4553
7526,Diagnostic,2038-08-03,4361,26,4648
7527,Diagnostic,2038-08-04,4274,11,4452
7528,Monitoring,2038-08-06,4153,9,4378
7529,Therapeutic,2038-08-07,3879,27,4009
7530,Diagnostic,2038-08-08,4168,5,4411
7531,Surgical,2038-08-09,4265,10,4371
7532,Diagnostic,2038-08-10,4013,19,4222
7533,Therapeutic,2038-08-10,3870,5,4018
7534,Diagnostic,2038-08-11,4283,23,4398
7535,Monitoring,2038-08-12,4025,27,4292
7536,Surgical,2038-08-13,4039,6,4141
7537,Therapeutic,2038-08-13,4211,12,4464
7538,Therapeutic,2038-08-14,4325,25,4490
7539,Surgical,2038-08-15,3957,14,4256
7540,Therapeutic,2038-08-16,3983,20,4129
7541,Surgical,2038-08-16,3899,4,4201
7542,Monitoring,2038-08-19,4214,8,4420
7543,Surgical,2038-08-22,4023,26,4299
7544,Diagnostic,2038-08-24,4073,5,4208
7545,Monitoring,2038-08-24,3909,16,4053
7546,Surgical,2038-08-25,4360,11,4702
7547,Therapeutic,2038-08-25,4253,14,4392
7548,Monitoring,2038-08-27,3940,15,4072
7549,Therapeutic,2038-08-29,4148,21,4404
7550,Diagnostic,2038-08-30,4174,12,4446
7551,Diagnostic,2038-09-01,3931,26,4235
7552,Therapeutic,2038-09-01,3890,27,4056
7553,Therapeutic,2038-09-02,4061,5,4213
7554,Diagnostic,2038-09-02,4056,17,4368
7555,Therapeutic,2038-09-03,3852,10,4036
7556,Diagnostic,2038-09-03,3979,28,4267
7557,Therapeutic,2038-09-09,3861,15,4070
7558,Monitoring,2038-09-09,4035,29,4296
7559,Surgical,2038-09-10,4239,17,4561
7560,Therapeutic,2038-09-12,4359,20,4556
7561,Monitoring,2038-09-15,3996,5,4222
7562,Monitoring,2038-09-17,4203,11,4512
7563,Surgical,2038-09-18,4079,19,4352
7564,Therapeutic,2038-09-23,4100,16,4409
7565,Monitoring,2038-09-25,3845,26,4128
7566,Surgical,2038-09-25,4134,26,4317
7567,Diagnostic,2038-09-26,4243,16,4452
7568,Diagnostic,2038-09-27,4133,10,4269
7569,Diagnostic,2038-09-27,4052,15,4148
7570,Monitoring,2038-09-28,3976,17,4149
7571,Therapeutic,2038-10-02,4108,25,4287
7572,Surgical,2038-10-03,4222,19,4492
7573,Therapeutic,2038-10-04,3976,15,4199
7574,Surgical,2038-10-06,4205,27,4319
7575,Therapeutic,2038-10-09,3939,5,4062
7576,Monitoring,2038-10-11,4129,23,4252
7577,Diagnostic,2038-10-13,4286,23,4524
7578,Monitoring,2038-10-16,3919,23,4009
7579,Therapeutic,2038-10-16,4272,16,4521
7580,Surgical,2038-10-17,4301,27,4449
7581,Therapeutic,2038-10-18,4059,15,4246
7582,Diagnostic,2038-10-18,4011,12,4265
7583,Surgical,2038-10-18,4300,3,4580
7584,Diagnostic,2038-10-18,3974,11,4095
7585,Surgical,2038-10-19,4117,29,4309
7586,Surgical,2038-10-21,4043,24,4162
7587,Surgical,2038-10-22,3956,28,4228
7588,Surgical,2038-10-23,4343,27,4431
7589,Monitoring,2038-10-24,4053,19,4273
7590,Therapeutic,2038-10-28,4050,23,4247
7591,Diagnostic,2038-10-30,3945,28,4110
7592,Therapeutic,2038-10-30,4062,7,4385
7593,Therapeutic,2038-11-02,3992,18,4266
7594,Therapeutic,2038-11-03,4052,7,4351
7595,Monitoring,2038-11-04,4005,20,4188
7596,Therapeutic,2038-11-04,4271,27,4454
7597,Monitoring,2038-11-06,3972,9,4092
7598,Surgical,2038-11-06,4147,10,4411
7599,Diagnostic,2038-11-06,4019,23,4308
7600,Surgical,2038-11-06,3985,7,4196
7601,Surgical,2038-11-08,4143,8,4261
7602,Monitoring,2038-11-08,4057,9,4238
7603,Diagnostic,2038-11-09,4112,21,4267
7604,Surgical,2038-11-10,4119,9,4420
7605,Therapeutic,2038-11-11,4102,22,4305
7606,Monitoring,2038-11-11,4101,18,4291
7607,Therapeutic,2038-11-11,4293,14,4522
7608,Surgical,2038-11-11,4208,4,4361
7609,Diagnostic,2038-11-13,4152,3,4256
7610,Surgical,2038-11-14,4001,9,4201
7611,Therapeutic,2038-11-15,4120,6,4398
7612,Therapeutic,2038-11-16,3905,22,4143
7613,Surgical,2038-11-17,4183,5,4395
7614,Surgical,2038-11-18,4256,27,4570
7615,Monitoring,2038-11-22,4057,27,4216
7616,Therapeutic,2038-11-22,4258,22,4487
7617,Therapeutic,2038-11-22,4083,13,4180
7618,Surgical,2038-11-22,3929,10,4195
7619,Therapeutic,2038-11-22,4224,29,4520
7620,Therapeutic,2038-11-22,4359,27,4636
7621,Surgical,2038-11-23,4211,11,4471
7622,Surgical,2038-11-23,4061,9,4307
7623,Surgical,2038-11-23,4131,18,4427
7624,Therapeutic,2038-11-24,4324,8,4582
7625,Therapeutic,2038-11-24,4143,11,4340
7626,Surgical,2038-11-25,4072,16,4244
7627,Monitoring,2038-11-26,4327,6,4424
7628,Surgical,2038-11-27,3957,26,4137
7629,Monitoring,2038-11-27,4323,9,4437
7630,Diagnostic,2038-11-27,4233,15,4460
7631,Therapeutic,2038-11-28,3988,8,4218
7632,Therapeutic,2038-11-29,4141,6,4249
7633,Diagnostic,2038-11-29,4320,5,4513
7634,Diagnostic,2038-11-29,4332,26,4504
7635,Therapeutic,2038-11-30,4348,6,4678
7636,Monitoring,2038-11-30,4252,7,4526
7637,Monitoring,2038-12-02,4024,24,4249
7638,Diagnostic,2038-12-03,4330,24,4498
7639,Therapeutic,2038-12-03,4281,24,4376
7640,Surgical,2038-12-03,4329,9,4448
7641,Therapeutic,2038-12-04,4283,24,4513
7642,Monitoring,2038-12-04,4370,25,4638
7643,Therapeutic,2038-12-05,4165,14,4275
7644,Diagnostic,2038-12-06,4086,21,4207
7645,Diagnostic,2038-12-06,4345,22,4680
7646,Diagnostic,2038-12-07,4217,26,4401
7647,Surgical,2038-12-09,4203,16,4456
7648,Surgical,2038-12-10,4365,10,4466
7649,Therapeutic,2038-12-14,4105,13,4310
7650,Therapeutic,2038-12-15,4043,16,4274
7651,Surgical,2038-12-16,4274,17,4525
7652,Monitoring,2038-12-22,4446,5,4782
7653,Surgical,2038-12-24,4488,26,4707
7654,Surgical,2038-12-25,4102,23,4190
7655,Therapeutic,2038-12-26,4143,18,4227
7656,Surgical,2038-12-28,4569,5,4776
7657,Monitoring,2038-12-31,4151,19,4264
7658,Surgical,2039-01-01,4531,15,4887
7659,Monitoring,2039-01-01,4203,28,4350
7660,Surgical,2039-01-01,4445,5,4600
7661,Therapeutic,2039-01-04,4426,10,4599
7662,Therapeutic,2039-01-05,4331,21,4546
7663,Therapeutic,2039-01-06,4462,14,4691
7664,Monitoring,2039-01-08,4493,12,4823
7665,Surgical,2039-01-09,4463,20,4663
7666,Monitoring,2039-01-10,4458,19,4681
7667,Diagnostic,2039-01-11,4208,18,4448
7668,Diagnostic,2039-01-12,4500,21,4802
7669,Therapeutic,2039-01-14,4234,27,4552
7670,Diagnostic,2039-01-17,4136,19,4437
7671,Therapeutic,2039-01-18,4556,6,4860
7672,Monitoring,2039-01-19,4258,16,4516
7673,Monitoring,2039-01-20,4333,10,4549
7674,Therapeutic,2039-01-20,4503,8,4624
7675,Diagnostic,2039-01-20,4385,3,4604
7676,Therapeutic,2039-01-20,4473,3,4812
7677,Therapeutic,2039-01-21,4221,21,4359
7678,Surgical,2039-01-21,4312,10,4548
7679,Surgical,2039-01-23,4345,25,4606
7680,Surgical,2039-01-24,4589,19,4716
7681,Diagnostic,2039-01-25,4337,19,4616
7682,Surgical,2039-01-25,4521,25,4699
7683,Therapeutic,2039-01-25,4500,9,4647
7684,Monitoring,2039-01-26,4373,28,4659
7685,Surgical,2039-01-27,4216,10,4375
7686,Surgical,2039-01-30,4371,22,4647
7687,Monitoring,2039-01-30,4584,21,4725
7688,Monitoring,2039-01-31,4284,6,4529
7689,Monitoring,2039-02-01,4446,18,4752
7690,Diagnostic,2039-02-01,4360,19,4574
7691,Therapeutic,2039-02-02,4514,5,4641
7692,Therapeutic,2039-02-04,4401,8,4572
7693,Diagnostic,2039-02-04,4473,4,4714
7694,Diagnostic,2039-02-05,4270,7,4496
7695,Therapeutic,2039-02-05,4512,26,4664
7696,Diagnostic,2039-02-05,4455,25,4741
7697,Monitoring,2039-02-06,4455,22,4701
7698,Monitoring,2039-02-07,4549,13,4782
7699,Monitoring,2039-02-07,4495,18,4780
7700,Therapeutic,2039-02-09,4309,20,4473
7701,Therapeutic,2039-02-10,4511,18,4777
7702,Diagnostic,2039-02-10,4726,21,4947
7703,Surgical,2039-02-11,4591,3,4748
7704,Diagnostic,2039-02-11,4792,18,4943
7705,Therapeutic,2039-02-14,4722,18,4939
7706,Therapeutic,2039-02-14,4311,5,4498
7707,Monitoring,2039-02-15,4704,25,4850
7708,Surgical,2039-02-15,4511,6,4609
7709,Diagnostic,2039-02-16,4473,10,4619
7710,Therapeutic,2039-02-18,4386,8,4558
7711,Diagnostic,2039-02-18,4730,6,5023
7712,Surgical,2039-02-20,4478,25,4694
7713,Surgical,2039-02-23,4606,26,4757
7714,Monitoring,2039-02-26,4404,12,4672
7715,Surgical,2039-02-27,4780,12,5066
7716,Surgical,2039-02-27,4668,24,5032
7717,Monitoring,2039-02-27,4533,10,4692
7718,Surgical,2039-02-27,4656,4,5009
7719,Monitoring,2039-02-27,4758,8,4936
7720,Surgical,2039-02-27,4527,7,4686
7721,Diagnostic,2039-02-28,4719,9,5001
7722,Surgical,2039-03-02,4419,23,4539
7723,Surgical,2039-03-02,4552,29,4677
7724,Surgical,2039-03-06,4712,3,4903
7725,Diagnostic,2039-03-06,4594,21,4768
7726,Diagnostic,2039-03-07,4613,6,4981
7727,Diagnostic,2039-03-07,4423,4,4675
7728,Therapeutic,2039-03-08,4628,7,4969
7729,Therapeutic,2039-03-09,4426,20,4765
7730,Diagnostic,2039-03-12,4673,9,4929
7731,Surgical,2039-03-12,4664,29,4994
7732,Diagnostic,2039-03-12,4695,23,4873
7733,Diagnostic,2039-03-13,4743,24,5008
7734,Monitoring,2039-03-13,4723,24,4895
7735,Therapeutic,2039-03-13,4350,5,4629
7736,Surgical,2039-03-15,4441,16,4629
7737,Diagnostic,2039-03-15,4698,16,4826
7738,Surgical,2039-03-16,4517,3,4838
7739,Monitoring,2039-03-18,4493,4,4672
7740,Monitoring,2039-03-18,4610,29,4723
7741,Diagnostic,2039-03-21,4718,18,4995
7742,Therapeutic,2039-03-21,4506,11,4727
7743,Monitoring,2039-03-22,4553,20,4755
7744,Surgical,2039-03-22,4609,18,4751
7745,Diagnostic,2039-03-26,4532,19,4757
7746,Therapeutic,2039-03-28,4682,18,4958
7747,Surgical,2039-03-28,4554,19,4699
7748,Therapeutic,2039-03-30,4522,18,4848
7749,Therapeutic,2039-03-30,4674,25,5012
7750,Therapeutic,2039-03-31,4603,28,4790
7751,Surgical,2039-03-31,4804,14,5100
7752,Therapeutic,2039-04-03,4613,10,4892
7753,Monitoring,2039-04-05,4719,9,5071
7754,Therapeutic,2039-04-06,4586,27,4739
7755,Surgical,2039-04-07,4441,3,4669
7756,Surgical,2039-04-08,4447,21,4544
7757,Therapeutic,2039-04-09,4382,6,4634
7758,Diagnostic,2039-04-09,4416,14,4649
7759,Monitoring,2039-04-10,4375,15,4480
7760,Diagnostic,2039-04-10,4784,21,5018
7761,Surgical,2039-04-11,4584,29,4839
7762,Diagnostic,2039-04-11,4642,26,4867
7763,Therapeutic,2039-04-12,4599,7,4964
7764,Therapeutic,2039-04-13,4649,7,5008
7765,Diagnostic,2039-04-14,4357,21,4603
7766,Diagnostic,2039-04-16,4654,13,4839
7767,Surgical,2039-04-17,4342,24,4522
7768,Monitoring,2039-04-17,4735,22,4890
7769,Diagnostic,2039-04-18,4465,12,4699
7770,Surgical,2039-04-18,4625,25,4758
7771,Surgical,2039-04-18,4629,24,4998
7772,Diagnostic,2039-04-18,4733,27,4942
7773,Monitoring,2039-04-19,4723,23,4913
7774,Surgical,2039-04-24,4563,8,4676
7775,Diagnostic,2039-04-26,4571,17,4734
7776,Diagnostic,2039-04-28,4474,21,4675
7777,Diagnostic,2039-04-30,4715,6,5059
7778,Monitoring,2039-05-01,4502,24,4670
7779,Therapeutic,2039-05-02,4729,15,4845
7780,Monitoring,2039-05-06,4622,13,4851
7781,Diagnostic,2039-05-06,4408,28,4632
7782,Diagnostic,2039-05-06,4725,8,4957
7783,Monitoring,2039-05-07,4631,12,4752
7784,Diagnostic,2039-05-07,4745,6,4874
7785,Therapeutic,2039-05-08,4576,24,4922
7786,Monitoring,2039-05-09,4519,17,4735
7787,Therapeutic,2039-05-10,4343,25,4483
7788,Therapeutic,2039-05-13,4570,25,4749
7789,Therapeutic,2039-05-14,4624,7,4904
7790,Monitoring,2039-05-14,4537,21,4719
7791,Surgical,2039-05-14,4734,20,5080
7792,Surgical,2039-05-15,4482,21,4576
7793,Therapeutic,2039-05-15,4590,25,4779
7794,Surgical,2039-05-15,4424,21,4525
7795,Surgical,2039-05-15,4480,16,4756
7796,Monitoring,2039-05-18,4593,19,4945
7797,Monitoring,2039-05-18,4770,18,4974
7798,Surgical,2039-05-21,4443,27,4610
7799,Diagnostic,2039-05-21,4630,3,4729
7800,Therapeutic,2039-05-23,4550,20,4790
7801,Surgical,2039-05-24,4805,28,5156
7802,Surgical,2039-05-24,4438,24,4542
7803,Therapeutic,2039-05-24,4654,4,4922
7804,Diagnostic,2039-05-25,4252,5,4460
7805,Therapeutic,2039-05-26,4333,25,4599
7806,Diagnostic,2039-05-27,4754,15,4931
7807,Surgical,2039-05-30,4764,26,4965
7808,Diagnostic,2039-05-31,4370,19,4508
7809,Therapeutic,2039-05-31,4436,19,4776
7810,Diagnostic,2039-05-31,4423,26,4689
7811,Monitoring,2039-06-02,4616,19,4717
7812,Surgical,2039-06-03,4334,18,4642
7813,Diagnostic,2039-06-04,4583,12,4686
7814,Surgical,2039-06-04,4410,3,4653
7815,Monitoring,2039-06-04,4703,18,5062
7816,Therapeutic,2039-06-05,4689,25,4878
7817,Diagnostic,2039-06-09,4306,18,4540
7818,Diagnostic,2039-06-10,4382,17,4592
7819,Diagnostic,2039-06-10,4523,9,4668
7820,Surgical,2039-06-11,4354,20,4657
7821,Monitoring,2039-06-13,4560,9,4704
7822,Monitoring,2039-06-13,4606,18,4877
7823,Therapeutic,2039-06-15,4537,10,4858
7824,Surgical,2039-06-16,4514,10,4720
7825,Surgical,2039-06-16,4688,27,4902
7826,Therapeutic,2039-06-17,4342,3,4583
7827,Surgical,2039-06-17,4702,21,4836
7828,Diagnostic,2039-06-17,4507,23,4809
7829,Monitoring,2039-06-18,4408,13,4674
7830,Diagnostic,2039-06-22,4269,11,4505
7831,Monitoring,2039-06-23,4292,27,4446
7832,Diagnostic,2039-06-24,4242,12,4337
7833,Monitoring,2039-06-25,4611,14,4928
7834,Monitoring,2039-06-26,4596,26,4731
7835,Surgical,2039-06-26,4742,22,4992
7836,Diagnostic,2039-06-27,4344,7,4595
7837,Monitoring,2039-06-28,4338,4,4432
7838,Monitoring,2039-06-28,4671,19,4789
7839,Surgical,2039-06-29,4606,14,4847
7840,Surgical,2039-06-29,4311,7,4521
7841,Therapeutic,2039-06-29,4164,22,4326
7842,Therapeutic,2039-07-01,4563,11,4731
7843,Therapeutic,2039-07-01,4416,12,4622
7844,Diagnostic,2039-07-02,4117,27,4363
7845,Therapeutic,2039-07-02,4246,24,4434
7846,Therapeutic,2039-07-04,4470,25,4761
7847,Therapeutic,2039-07-05,4503,26,4829
7848,Surgical,2039-07-06,4285,8,4524
7849,Diagnostic,2039-07-06,4487,14,4758
7850,Surgical,2039-07-07,4280,21,4385
7851,Surgical,2039-07-07,4359,5,4629
7852,Monitoring,2039-07-09,4201,17,4391
7853,Monitoring,2039-07-09,4531,9,4883
7854,Therapeutic,2039-07-10,4385,21,4696
7855,Diagnostic,2039-07-12,4558,19,4813
7856,Therapeutic,2039-07-12,4432,19,4776
7857,Monitoring,2039-07-13,4488,21,4739
7858,Monitoring,2039-07-14,4527,25,4727
7859,Therapeutic,2039-07-15,4194,27,4482
7860,Diagnostic,2039-07-15,4521,27,4664
7861,Therapeutic,2039-07-16,4255,8,4513
7862,Therapeutic,2039-07-17,4408,5,4496
7863,Therapeutic,2039-07-17,4265,18,4585
7864,Diagnostic,2039-07-17,4432,24,4588
7865,Surgical,2039-07-18,4336,20,4437
7866,Diagnostic,2039-07-18,4318,13,4657
7867,Surgical,2039-07-18,4277,3,4615
7868,Surgical,2039-07-19,4392,26,4648
7869,Surgical,2039-07-21,4387,19,4637
7870,Diagnostic,2039-07-22,4163,4,4386
7871,Surgical,2039-07-23,4300,10,4600
7872,Surgical,2039-07-24,4237,13,4453
7873,Therapeutic,2039-07-24,4265,25,4391
7874,Surgical,2039-07-25,4269,26,4502
